State/UT & Code,Constituency Name & Code,Code Name,Category,Men,Women,Third Gender,Total
Karnataka-S10,Chamarajanagar-SC,S10_22,Voters - Polling Percentage,NA,NA,NA,77.04
Karnataka-S10,Chamarajanagar-SC,S10_22,Votes - Total Votes Polled On Evm,NA,NA,NA,1365929
Karnataka-S10,Chamarajanagar-SC,S10_22,Votes - Total Deducted Votes From Evm,NA,NA,NA,8094
Karnataka-S10,Chamarajanagar-SC,S10_22,Votes - Total Valid Votes Polled On Evm,NA,NA,NA,1357835
Karnataka-S10,Chamarajanagar-SC,S10_22,Votes - Postal Votes Counted,NA,NA,NA,4407
Karnataka-S10,Chamarajanagar-SC,S10_22,Votes - Postal Votes Deducted,NA,NA,NA,588
Karnataka-S10,Chamarajanagar-SC,S10_22,Votes - Valid Postal Votes,NA,NA,NA,3819
Karnataka-S10,Chamarajanagar-SC,S10_22,Votes - Total Valid Votes Polled,NA,NA,NA,1361654
Karnataka-S10,Chamarajanagar-SC,S10_22,Votes - Test Votes Polled On Evm,NA,NA,NA,0
Karnataka-S10,Chamarajanagar-SC,S10_22,Votes - Votes Polled For 'Nota'(Including Postal),NA,NA,NA,8143
Karnataka-S10,Chamarajanagar-SC,S10_22,Votes - Tendered Votes,NA,NA,NA,0
Karnataka-S10,Chamarajanagar-SC,S10_22,Polling Station - Number,NA,NA,NA,2000
Karnataka-S10,Chamarajanagar-SC,S10_22,Polling Station - Average Electors Per Polling,NA,NA,NA,889
Karnataka-S10,Chamarajanagar-SC,S10_22,Polling Station - Dates(S) Of Re-Poll If Any,NA,NA,NA,NA
Karnataka-S10,Chamarajanagar-SC,S10_22,Polling Station - Numbers Of Polling Stations Where Re-Poll Was Order,NA,NA,NA,NA
Karnataka-S10,Chamarajanagar-SC,S10_22,Dates - Polling Date - 13/05/2024,NA,NA,NA,NA
Karnataka-S10,Chamarajanagar-SC,S10_22,Dates - Counting Date - 04/06/2024,NA,NA,NA,NA
Karnataka-S10,Chamarajanagar-SC,S10_22,"Dates - Declaration Of
Result Date - 04/06/2024",NA,NA,NA,NA
Karnataka-S10,Chamarajanagar-SC,S10_22,Result - Party-Winner: - Yuvajana Sramika Rythu Congress Party,NA,NA,NA,NA
Karnataka-S10,Chamarajanagar-SC,S10_22,Result - Candidate -Winner: - Gumma Thanuja Rani,NA,NA,NA,NA
Karnataka-S10,Chamarajanagar-SC,S10_22,Result - Winner - Votes ,NA,NA,NA,477005
Karnataka-S10,Chamarajanagar-SC,S10_22,Result - Party Runner-Up: - Bharatiya Janata Party,NA,NA,NA,NA
Karnataka-S10,Chamarajanagar-SC,S10_22,Result - Candidate Runner-Up: - Kothapalli Geetha,NA,NA,NA,562965
Karnataka-S10,Chamarajanagar-SC,S10_22,Result - Candidate Votes ,NA,NA,NA,NA
Karnataka-S10,Chamarajanagar-SC,S10_22,Result - Votes- Margin,NA,NA,NA,188706
Karnataka-S10,Bangalore Rural-GEN,S10_23,Candidates - Nominated,30,1,0,31
Karnataka-S10,Bangalore Rural-GEN,S10_23,Candidates - Nomination Rejected,4,0,0,4
Karnataka-S10,Bangalore Rural-GEN,S10_23,Candidates - Withdrawn,12,0,0,12
Karnataka-S10,Bangalore Rural-GEN,S10_23,Candidates - Contested,14,1,0,15
Karnataka-S10,Bangalore Rural-GEN,S10_23,Candidates - Forfeited Deposit,12,1,0,13
Karnataka-S10,Bangalore Rural-GEN,S10_23,Electors - General,1424509,1377497,325,2802331
Karnataka-S10,Bangalore Rural-GEN,S10_23,Electors - Overseas,176,73,0,249
Karnataka-S10,Bangalore Rural-GEN,S10_23,Electors - Service,344,32,0,376
Karnataka-S10,Bangalore Rural-GEN,S10_23,Electors - Total,1425029,1377602,325,2802956
Karnataka-S10,Bangalore Rural-GEN,S10_23,Voters - General,963041,950920,63,1914024
Karnataka-S10,Bangalore Rural-GEN,S10_23,Voters - Overseas,0,0,0,0
Karnataka-S10,Bangalore Rural-GEN,S10_23,Voters - Proxy,NA,NA,NA,0
Karnataka-S10,Bangalore Rural-GEN,S10_23,Voters - Postal,NA,NA,NA,6655
Karnataka-S10,Bangalore Rural-GEN,S10_23,Voters - Total,NA,NA,NA,1920679
Karnataka-S10,Bangalore Rural-GEN,S10_23,Voters - Votes Not Counted From Cu(S) As Per Eci Instructions,NA,NA,NA,0
Karnataka-S10,Bangalore Rural-GEN,S10_23,Voters - Polling Percentage,NA,NA,NA,68.52
Karnataka-S10,Bangalore Rural-GEN,S10_23,Votes - Total Votes Polled On Evm,NA,NA,NA,1914024
Karnataka-S10,Bangalore Rural-GEN,S10_23,Votes - Total Deducted Votes From Evm,NA,NA,NA,10633
Karnataka-S10,Bangalore Rural-GEN,S10_23,Votes - Total Valid Votes Polled On Evm,NA,NA,NA,1903391
Karnataka-S10,Bangalore Rural-GEN,S10_23,Votes - Postal Votes Counted,NA,NA,NA,6655
Karnataka-S10,Bangalore Rural-GEN,S10_23,Votes - Postal Votes Deducted,NA,NA,NA,1155
Karnataka-S10,Bangalore Rural-GEN,S10_23,Votes - Valid Postal Votes,NA,NA,NA,5500
Karnataka-S10,Bangalore Rural-GEN,S10_23,Votes - Total Valid Votes Polled,NA,NA,NA,1908891
Karnataka-S10,Bangalore Rural-GEN,S10_23,Votes - Test Votes Polled On Evm,NA,NA,NA,0
Karnataka-S10,Bangalore Rural-GEN,S10_23,Votes - Votes Polled For 'Nota'(Including Postal),NA,NA,NA,10649
Karnataka-S10,Bangalore Rural-GEN,S10_23,Votes - Tendered Votes,NA,NA,NA,0
Karnataka-S10,Bangalore Rural-GEN,S10_23,Polling Station - Number,NA,NA,NA,2829
Karnataka-S10,Bangalore Rural-GEN,S10_23,Polling Station - Average Electors Per Polling,NA,NA,NA,991
Karnataka-S10,Bangalore Rural-GEN,S10_23,Polling Station - Dates(S) Of Re-Poll If Any,NA,NA,NA,NA
Karnataka-S10,Bangalore Rural-GEN,S10_23,Polling Station - Numbers Of Polling Stations Where Re-Poll Was Order,NA,NA,NA,NA
Karnataka-S10,Bangalore Rural-GEN,S10_23,Dates - Polling Date - 13/05/2024,NA,NA,NA,NA
Karnataka-S10,Bangalore Rural-GEN,S10_23,Dates - Counting Date - 04/06/2024,NA,NA,NA,NA
Karnataka-S10,Bangalore Rural-GEN,S10_23,"Dates - Declaration Of
Result Date - 04/06/2024",NA,NA,NA,NA
Karnataka-S10,Bangalore Rural-GEN,S10_23,Result - Party-Winner: - Yuvajana Sramika Rythu Congress Party,NA,NA,NA,NA
Karnataka-S10,Bangalore Rural-GEN,S10_23,Result - Candidate -Winner: - Gumma Thanuja Rani,NA,NA,NA,NA
Karnataka-S10,Bangalore Rural-GEN,S10_23,Result - Winner - Votes ,NA,NA,NA,477005
Karnataka-S10,Bangalore Rural-GEN,S10_23,Result - Party Runner-Up: - Bharatiya Janata Party,NA,NA,NA,NA
Karnataka-S10,Bangalore Rural-GEN,S10_23,Result - Candidate Runner-Up: - Kothapalli Geetha,NA,NA,NA,809355
Karnataka-S10,Bangalore Rural-GEN,S10_23,Result - Candidate Votes ,NA,NA,NA,NA
Karnataka-S10,Bangalore Rural-GEN,S10_23,Result - Votes- Margin,NA,NA,NA,269647
Karnataka-S10,Bangalore North-GEN,S10_24,Candidates - Nominated,19,6,0,25
Karnataka-S10,Bangalore North-GEN,S10_24,Candidates - Nomination Rejected,4,0,0,4
Karnataka-S10,Bangalore North-GEN,S10_24,Candidates - Withdrawn,0,0,0,0
Karnataka-S10,Bangalore North-GEN,S10_24,Candidates - Contested,15,6,0,21
Karnataka-S10,Bangalore North-GEN,S10_24,Candidates - Forfeited Deposit,14,5,0,19
Karnataka-S10,Bangalore North-GEN,S10_24,Electors - General,1648544,1564730,603,3213877
Karnataka-S10,Bangalore North-GEN,S10_24,Electors - Overseas,434,184,1,619
Karnataka-S10,Bangalore North-GEN,S10_24,Electors - Service,691,104,0,795
Karnataka-S10,Bangalore North-GEN,S10_24,Electors - Total,1649669,1565018,604,3215291
Karnataka-S10,Bangalore North-GEN,S10_24,Voters - General,882603,867907,112,1750622
Karnataka-S10,Bangalore North-GEN,S10_24,Voters - Overseas,0,0,0,0
Karnataka-S10,Bangalore North-GEN,S10_24,Voters - Proxy,NA,NA,NA,0
Karnataka-S10,Bangalore North-GEN,S10_24,Voters - Postal,NA,NA,NA,6263
Karnataka-S10,Bangalore North-GEN,S10_24,Voters - Total,NA,NA,NA,1756885
Karnataka-S10,Bangalore North-GEN,S10_24,Voters - Votes Not Counted From Cu(S) As Per Eci Instructions,NA,NA,NA,2893
Karnataka-S10,Bangalore North-GEN,S10_24,Voters - Polling Percentage,NA,NA,NA,54.64
Karnataka-S10,Bangalore North-GEN,S10_24,Votes - Total Votes Polled On Evm,NA,NA,NA,1750622
Karnataka-S10,Bangalore North-GEN,S10_24,Votes - Total Deducted Votes From Evm,NA,NA,NA,16392
Karnataka-S10,Bangalore North-GEN,S10_24,Votes - Total Valid Votes Polled On Evm,NA,NA,NA,1734230
Karnataka-S10,Bangalore North-GEN,S10_24,Votes - Postal Votes Counted,NA,NA,NA,6263
Karnataka-S10,Bangalore North-GEN,S10_24,Votes - Postal Votes Deducted,NA,NA,NA,1543
Karnataka-S10,Bangalore North-GEN,S10_24,Votes - Valid Postal Votes,NA,NA,NA,4720
Karnataka-S10,Bangalore North-GEN,S10_24,Votes - Total Valid Votes Polled,NA,NA,NA,1738950
Karnataka-S10,Bangalore North-GEN,S10_24,Votes - Test Votes Polled On Evm,NA,NA,NA,0
Karnataka-S10,Bangalore North-GEN,S10_24,Votes - Votes Polled For 'Nota'(Including Postal),NA,NA,NA,13554
Karnataka-S10,Bangalore North-GEN,S10_24,Votes - Tendered Votes,NA,NA,NA,7
Karnataka-S10,Bangalore North-GEN,S10_24,Polling Station - Number,NA,NA,NA,2911
Karnataka-S10,Bangalore North-GEN,S10_24,Polling Station - Average Electors Per Polling,NA,NA,NA,1105
Karnataka-S10,Bangalore North-GEN,S10_24,Polling Station - Dates(S) Of Re-Poll If Any,NA,NA,NA,NA
Karnataka-S10,Bangalore North-GEN,S10_24,Polling Station - Numbers Of Polling Stations Where Re-Poll Was Order,NA,NA,NA,NA
Karnataka-S10,Bangalore North-GEN,S10_24,Dates - Polling Date - 13/05/2024,NA,NA,NA,NA
Karnataka-S10,Bangalore North-GEN,S10_24,Dates - Counting Date - 04/06/2024,NA,NA,NA,NA
Karnataka-S10,Bangalore North-GEN,S10_24,"Dates - Declaration Of
Result Date - 04/06/2024",NA,NA,NA,NA
Karnataka-S10,Bangalore North-GEN,S10_24,Result - Party-Winner: - Yuvajana Sramika Rythu Congress Party,NA,NA,NA,NA
Karnataka-S10,Bangalore North-GEN,S10_24,Result - Candidate -Winner: - Gumma Thanuja Rani,NA,NA,NA,NA
Karnataka-S10,Bangalore North-GEN,S10_24,Result - Winner - Votes ,NA,NA,NA,477005
Karnataka-S10,Bangalore North-GEN,S10_24,Result - Party Runner-Up: - Bharatiya Janata Party,NA,NA,NA,NA
Karnataka-S10,Bangalore North-GEN,S10_24,Result - Candidate Runner-Up: - Kothapalli Geetha,NA,NA,NA,726573
Karnataka-S10,Bangalore North-GEN,S10_24,Result - Candidate Votes ,NA,NA,NA,NA
Karnataka-S10,Bangalore North-GEN,S10_24,Result - Votes- Margin,NA,NA,NA,259476
Karnataka-S10,Bangalore central-GEN,S10_25,Candidates - Nominated,29,3,0,32
Karnataka-S10,Bangalore central-GEN,S10_25,Candidates - Nomination Rejected,4,0,0,4
Karnataka-S10,Bangalore central-GEN,S10_25,Candidates - Withdrawn,4,0,0,4
Karnataka-S10,Bangalore central-GEN,S10_25,Candidates - Contested,21,3,0,24
Karnataka-S10,Bangalore central-GEN,S10_25,Candidates - Forfeited Deposit,19,3,0,22
Karnataka-S10,Bangalore central-GEN,S10_25,Electors - General,1254307,1178496,467,2433270
Karnataka-S10,Bangalore central-GEN,S10_25,Electors - Overseas,335,146,0,481
Karnataka-S10,Bangalore central-GEN,S10_25,Electors - Service,446,57,0,503
Karnataka-S10,Bangalore central-GEN,S10_25,Electors - Total,1255088,1178699,467,2434254
Karnataka-S10,Bangalore central-GEN,S10_25,Voters - General,668826,646676,85,1315587
Karnataka-S10,Bangalore central-GEN,S10_25,Voters - Overseas,0,0,0,0
Karnataka-S10,Bangalore central-GEN,S10_25,Voters - Proxy,NA,NA,NA,0
Karnataka-S10,Bangalore central-GEN,S10_25,Voters - Postal,NA,NA,NA,2759
Karnataka-S10,Bangalore central-GEN,S10_25,Voters - Total,NA,NA,NA,1318346
Karnataka-S10,Bangalore central-GEN,S10_25,Voters - Votes Not Counted From Cu(S) As Per Eci Instructions,NA,NA,NA,1725
Karnataka-S10,Bangalore central-GEN,S10_25,Voters - Polling Percentage,NA,NA,NA,54.16
Karnataka-S10,Bangalore central-GEN,S10_25,Votes - Total Votes Polled On Evm,NA,NA,NA,1315587
Karnataka-S10,Bangalore central-GEN,S10_25,Votes - Total Deducted Votes From Evm,NA,NA,NA,13828
Karnataka-S10,Bangalore central-GEN,S10_25,Votes - Total Valid Votes Polled On Evm,NA,NA,NA,1301759
Karnataka-S10,Bangalore central-GEN,S10_25,Votes - Postal Votes Counted,NA,NA,NA,2759
Karnataka-S10,Bangalore central-GEN,S10_25,Votes - Postal Votes Deducted,NA,NA,NA,134
Karnataka-S10,Bangalore central-GEN,S10_25,Votes - Valid Postal Votes,NA,NA,NA,2625
Karnataka-S10,Bangalore central-GEN,S10_25,Votes - Total Valid Votes Polled,NA,NA,NA,1304384
Karnataka-S10,Bangalore central-GEN,S10_25,Votes - Test Votes Polled On Evm,NA,NA,NA,0
Karnataka-S10,Bangalore central-GEN,S10_25,Votes - Votes Polled For 'Nota'(Including Postal),NA,NA,NA,12126
Karnataka-S10,Bangalore central-GEN,S10_25,Votes - Tendered Votes,NA,NA,NA,4
Karnataka-S10,Bangalore central-GEN,S10_25,Polling Station - Number,NA,NA,NA,2125
Karnataka-S10,Bangalore central-GEN,S10_25,Polling Station - Average Electors Per Polling,NA,NA,NA,1146
Karnataka-S10,Bangalore central-GEN,S10_25,Polling Station - Dates(S) Of Re-Poll If Any,NA,NA,NA,NA
Karnataka-S10,Bangalore central-GEN,S10_25,Polling Station - Numbers Of Polling Stations Where Re-Poll Was Order,NA,NA,NA,NA
Karnataka-S10,Bangalore central-GEN,S10_25,Dates - Polling Date - 13/05/2024,NA,NA,NA,NA
Karnataka-S10,Bangalore central-GEN,S10_25,Dates - Counting Date - 04/06/2024,NA,NA,NA,NA
Karnataka-S10,Bangalore central-GEN,S10_25,"Dates - Declaration Of
Result Date - 04/06/2024",NA,NA,NA,NA
Karnataka-S10,Bangalore central-GEN,S10_25,Result - Party-Winner: - Yuvajana Sramika Rythu Congress Party,NA,NA,NA,NA
Karnataka-S10,Bangalore central-GEN,S10_25,Result - Candidate -Winner: - Gumma Thanuja Rani,NA,NA,NA,NA
Karnataka-S10,Bangalore central-GEN,S10_25,Result - Winner - Votes ,NA,NA,NA,477005
Karnataka-S10,Bangalore central-GEN,S10_25,Result - Party Runner-Up: - Bharatiya Janata Party,NA,NA,NA,NA
Karnataka-S10,Bangalore central-GEN,S10_25,Result - Candidate Runner-Up: - Kothapalli Geetha,NA,NA,NA,626208
Karnataka-S10,Bangalore central-GEN,S10_25,Result - Candidate Votes ,NA,NA,NA,NA
Karnataka-S10,Bangalore central-GEN,S10_25,Result - Votes- Margin,NA,NA,NA,32707
Karnataka-S10,Bangalore South-GEN,S10_26,Candidates - Nominated,31,3,0,34
Karnataka-S10,Bangalore South-GEN,S10_26,Candidates - Nomination Rejected,10,0,0,10
Karnataka-S10,Bangalore South-GEN,S10_26,Candidates - Withdrawn,2,0,0,2
Karnataka-S10,Bangalore South-GEN,S10_26,Candidates - Contested,19,3,0,22
Karnataka-S10,Bangalore South-GEN,S10_26,Candidates - Forfeited Deposit,18,2,0,20
Karnataka-S10,Bangalore South-GEN,S10_26,Electors - General,1206800,1133819,400,2341019
Karnataka-S10,Bangalore South-GEN,S10_26,Electors - Overseas,491,249,0,740
Karnataka-S10,Bangalore South-GEN,S10_26,Electors - Service,113,23,0,136
Karnataka-S10,Bangalore South-GEN,S10_26,Electors - Total,1207404,1134091,400,2341895
Karnataka-S10,Bangalore South-GEN,S10_26,Voters - General,630756,614381,51,1245188
Karnataka-S10,Bangalore South-GEN,S10_26,Voters - Overseas,0,0,0,0
Karnataka-S10,Bangalore South-GEN,S10_26,Voters - Proxy,NA,NA,NA,0
Karnataka-S10,Bangalore South-GEN,S10_26,Voters - Postal,NA,NA,NA,4864
Karnataka-S10,Bangalore South-GEN,S10_26,Voters - Total,NA,NA,NA,1250052
Karnataka-S10,Bangalore South-GEN,S10_26,Voters - Votes Not Counted From Cu(S) As Per Eci Instructions,NA,NA,NA,0
Karnataka-S10,Bangalore South-GEN,S10_26,Voters - Polling Percentage,NA,NA,NA,53.38
Karnataka-S10,Bangalore South-GEN,S10_26,Votes - Total Votes Polled On Evm,NA,NA,NA,1245188
Karnataka-S10,Bangalore South-GEN,S10_26,Votes - Total Deducted Votes From Evm,NA,NA,NA,7830
Karnataka-S10,Bangalore South-GEN,S10_26,Votes - Total Valid Votes Polled On Evm,NA,NA,NA,1237358
Karnataka-S10,Bangalore South-GEN,S10_26,Votes - Postal Votes Counted,NA,NA,NA,4864
Karnataka-S10,Bangalore South-GEN,S10_26,Votes - Postal Votes Deducted,NA,NA,NA,737
Karnataka-S10,Bangalore South-GEN,S10_26,Votes - Valid Postal Votes,NA,NA,NA,4127
Karnataka-S10,Bangalore South-GEN,S10_26,Votes - Total Valid Votes Polled,NA,NA,NA,1241485
Karnataka-S10,Bangalore South-GEN,S10_26,Votes - Test Votes Polled On Evm,NA,NA,NA,0
Karnataka-S10,Bangalore South-GEN,S10_26,Votes - Votes Polled For 'Nota'(Including Postal),NA,NA,NA,7857
Karnataka-S10,Bangalore South-GEN,S10_26,Votes - Tendered Votes,NA,NA,NA,46
Karnataka-S10,Bangalore South-GEN,S10_26,Polling Station - Number,NA,NA,NA,2120
Karnataka-S10,Bangalore South-GEN,S10_26,Polling Station - Average Electors Per Polling,NA,NA,NA,1105
Karnataka-S10,Bangalore South-GEN,S10_26,Polling Station - Dates(S) Of Re-Poll If Any,NA,NA,NA,NA
Karnataka-S10,Bangalore South-GEN,S10_26,Polling Station - Numbers Of Polling Stations Where Re-Poll Was Order,NA,NA,NA,NA
Karnataka-S10,Bangalore South-GEN,S10_26,Dates - Polling Date - 13/05/2024,NA,NA,NA,NA
Karnataka-S10,Bangalore South-GEN,S10_26,Dates - Counting Date - 04/06/2024,NA,NA,NA,NA
Karnataka-S10,Bangalore South-GEN,S10_26,"Dates - Declaration Of
Result Date - 04/06/2024",NA,NA,NA,NA
Karnataka-S10,Bangalore South-GEN,S10_26,Result - Party-Winner: - Yuvajana Sramika Rythu Congress Party,NA,NA,NA,NA
Karnataka-S10,Bangalore South-GEN,S10_26,Result - Candidate -Winner: - Gumma Thanuja Rani,NA,NA,NA,NA
Karnataka-S10,Bangalore South-GEN,S10_26,Result - Winner - Votes ,NA,NA,NA,477005
Karnataka-S10,Bangalore South-GEN,S10_26,Result - Party Runner-Up: - Bharatiya Janata Party,NA,NA,NA,NA
Karnataka-S10,Bangalore South-GEN,S10_26,Result - Candidate Runner-Up: - Kothapalli Geetha,NA,NA,NA,473747
Karnataka-S10,Bangalore South-GEN,S10_26,Result - Candidate Votes ,NA,NA,NA,NA
Karnataka-S10,Bangalore South-GEN,S10_26,Result - Votes- Margin,NA,NA,NA,277083
Karnataka-S10,Chikkballapur-GEN,S10_27,Candidates - Nominated,35,1,0,36
Karnataka-S10,Chikkballapur-GEN,S10_27,Candidates - Nomination Rejected,4,0,0,4
Karnataka-S10,Chikkballapur-GEN,S10_27,Candidates - Withdrawn,3,0,0,3
Karnataka-S10,Chikkballapur-GEN,S10_27,Candidates - Contested,28,1,0,29
Karnataka-S10,Chikkballapur-GEN,S10_27,Candidates - Forfeited Deposit,26,1,0,27
Karnataka-S10,Chikkballapur-GEN,S10_27,Electors - General,983726,997287,266,1981279
Karnataka-S10,Chikkballapur-GEN,S10_27,Electors - Overseas,49,19,0,68
Karnataka-S10,Chikkballapur-GEN,S10_27,Electors - Service,390,30,0,420
Karnataka-S10,Chikkballapur-GEN,S10_27,Electors - Total,984165,997336,266,1981767
Karnataka-S10,Chikkballapur-GEN,S10_27,Voters - General,766691,759112,82,1525885
Karnataka-S10,Chikkballapur-GEN,S10_27,Voters - Overseas,0,0,0,0
Karnataka-S10,Chikkballapur-GEN,S10_27,Voters - Proxy,NA,NA,NA,0
Karnataka-S10,Chikkballapur-GEN,S10_27,Voters - Postal,NA,NA,NA,5158
Karnataka-S10,Chikkballapur-GEN,S10_27,Voters - Total,NA,NA,NA,1531043
Karnataka-S10,Chikkballapur-GEN,S10_27,Voters - Votes Not Counted From Cu(S) As Per Eci Instructions,NA,NA,NA,0
Karnataka-S10,Chikkballapur-GEN,S10_27,Voters - Polling Percentage,NA,NA,NA,77.26
Karnataka-S10,Chikkballapur-GEN,S10_27,Votes - Total Votes Polled On Evm,NA,NA,NA,1525885
Karnataka-S10,Chikkballapur-GEN,S10_27,Votes - Total Deducted Votes From Evm,NA,NA,NA,6545
Karnataka-S10,Chikkballapur-GEN,S10_27,Votes - Total Valid Votes Polled On Evm,NA,NA,NA,1519340
Karnataka-S10,Chikkballapur-GEN,S10_27,Votes - Postal Votes Counted,NA,NA,NA,5158
Karnataka-S10,Chikkballapur-GEN,S10_27,Votes - Postal Votes Deducted,NA,NA,NA,274
Karnataka-S10,Chikkballapur-GEN,S10_27,Votes - Valid Postal Votes,NA,NA,NA,4884
Karnataka-S10,Chikkballapur-GEN,S10_27,Votes - Total Valid Votes Polled,NA,NA,NA,1524224
Karnataka-S10,Chikkballapur-GEN,S10_27,Votes - Test Votes Polled On Evm,NA,NA,NA,0
Karnataka-S10,Chikkballapur-GEN,S10_27,Votes - Votes Polled For 'Nota'(Including Postal),NA,NA,NA,6596
Karnataka-S10,Chikkballapur-GEN,S10_27,Votes - Tendered Votes,NA,NA,NA,4
Karnataka-S10,Chikkballapur-GEN,S10_27,Polling Station - Number,NA,NA,NA,2326
Karnataka-S10,Chikkballapur-GEN,S10_27,Polling Station - Average Electors Per Polling,NA,NA,NA,852
Karnataka-S10,Chikkballapur-GEN,S10_27,Polling Station - Dates(S) Of Re-Poll If Any,NA,NA,NA,NA
Karnataka-S10,Chikkballapur-GEN,S10_27,Polling Station - Numbers Of Polling Stations Where Re-Poll Was Order,NA,NA,NA,NA
Karnataka-S10,Chikkballapur-GEN,S10_27,Dates - Polling Date - 13/05/2024,NA,NA,NA,NA
Karnataka-S10,Chikkballapur-GEN,S10_27,Dates - Counting Date - 04/06/2024,NA,NA,NA,NA
Karnataka-S10,Chikkballapur-GEN,S10_27,"Dates - Declaration Of
Result Date - 04/06/2024",NA,NA,NA,NA
Karnataka-S10,Chikkballapur-GEN,S10_27,Result - Party-Winner: - Yuvajana Sramika Rythu Congress Party,NA,NA,NA,NA
Karnataka-S10,Chikkballapur-GEN,S10_27,Result - Candidate -Winner: - Gumma Thanuja Rani,NA,NA,NA,NA
Karnataka-S10,Chikkballapur-GEN,S10_27,Result - Winner - Votes ,NA,NA,NA,477005
Karnataka-S10,Chikkballapur-GEN,S10_27,Result - Party Runner-Up: - Bharatiya Janata Party,NA,NA,NA,NA
Karnataka-S10,Chikkballapur-GEN,S10_27,Result - Candidate Runner-Up: - Kothapalli Geetha,NA,NA,NA,659159
Karnataka-S10,Chikkballapur-GEN,S10_27,Result - Candidate Votes ,NA,NA,NA,NA
Karnataka-S10,Chikkballapur-GEN,S10_27,Result - Votes- Margin,NA,NA,NA,163460
Karnataka-S10,Kolar-SC,S10_28,Candidates - Nominated,24,1,0,25
Karnataka-S10,Kolar-SC,S10_28,Candidates - Nomination Rejected,5,1,0,6
Karnataka-S10,Kolar-SC,S10_28,Candidates - Withdrawn,1,0,0,1
Karnataka-S10,Kolar-SC,S10_28,Candidates - Contested,18,0,0,18
Karnataka-S10,Kolar-SC,S10_28,Candidates - Forfeited Deposit,16,0,0,16
Karnataka-S10,Kolar-SC,S10_28,Electors - General,853815,872869,211,1726895
Karnataka-S10,Kolar-SC,S10_28,Electors - Overseas,14,5,0,19
Karnataka-S10,Kolar-SC,S10_28,Electors - Service,1251,33,0,1284
Karnataka-S10,Kolar-SC,S10_28,Electors - Total,855080,872907,211,1728198
Karnataka-S10,Kolar-SC,S10_28,Voters - General,680925,670708,68,1351701
Karnataka-S10,Kolar-SC,S10_28,Voters - Overseas,0,0,0,0
Karnataka-S10,Kolar-SC,S10_28,Voters - Proxy,NA,NA,NA,0
Karnataka-S10,Kolar-SC,S10_28,Voters - Postal,NA,NA,NA,5113
Karnataka-S10,Kolar-SC,S10_28,Voters - Total,NA,NA,NA,1356814
Karnataka-S10,Kolar-SC,S10_28,Voters - Votes Not Counted From Cu(S) As Per Eci Instructions,NA,NA,NA,380
Karnataka-S10,Kolar-SC,S10_28,Voters - Polling Percentage,NA,NA,NA,78.51
Karnataka-S10,Kolar-SC,S10_28,Votes - Total Votes Polled On Evm,NA,NA,NA,1351701
Karnataka-S10,Kolar-SC,S10_28,Votes - Total Deducted Votes From Evm,NA,NA,NA,6178
Karnataka-S10,Kolar-SC,S10_28,Votes - Total Valid Votes Polled On Evm,NA,NA,NA,1345523
Karnataka-S10,Kolar-SC,S10_28,Votes - Postal Votes Counted,NA,NA,NA,5113
Karnataka-S10,Kolar-SC,S10_28,Votes - Postal Votes Deducted,NA,NA,NA,1239
Karnataka-S10,Kolar-SC,S10_28,Votes - Valid Postal Votes,NA,NA,NA,3874
Karnataka-S10,Kolar-SC,S10_28,Votes - Total Valid Votes Polled,NA,NA,NA,1349397
Karnataka-S10,Kolar-SC,S10_28,Votes - Test Votes Polled On Evm,NA,NA,NA,0
Karnataka-S10,Kolar-SC,S10_28,Votes - Votes Polled For 'Nota'(Including Postal),NA,NA,NA,5831
Karnataka-S10,Kolar-SC,S10_28,Votes - Tendered Votes,NA,NA,NA,0
Karnataka-S10,Kolar-SC,S10_28,Polling Station - Number,NA,NA,NA,2060
Karnataka-S10,Kolar-SC,S10_28,Polling Station - Average Electors Per Polling,NA,NA,NA,839
Karnataka-S10,Kolar-SC,S10_28,Polling Station - Dates(S) Of Re-Poll If Any,NA,NA,NA,NA
Karnataka-S10,Kolar-SC,S10_28,Polling Station - Numbers Of Polling Stations Where Re-Poll Was Order,NA,NA,NA,NA
Karnataka-S10,Kolar-SC,S10_28,Dates - Polling Date - 13/05/2024,NA,NA,NA,NA
Karnataka-S10,Kolar-SC,S10_28,Dates - Counting Date - 04/06/2024,NA,NA,NA,NA
Karnataka-S10,Kolar-SC,S10_28,"Dates - Declaration Of
Result Date - 04/06/2024",NA,NA,NA,NA
Karnataka-S10,Kolar-SC,S10_28,Result - Party-Winner: - Yuvajana Sramika Rythu Congress Party,NA,NA,NA,NA
Karnataka-S10,Kolar-SC,S10_28,Result - Candidate -Winner: - Gumma Thanuja Rani,NA,NA,NA,NA
Karnataka-S10,Kolar-SC,S10_28,Result - Winner - Votes ,NA,NA,NA,477005
Karnataka-S10,Kolar-SC,S10_28,Result - Party Runner-Up: - Bharatiya Janata Party,NA,NA,NA,NA
Karnataka-S10,Kolar-SC,S10_28,Result - Candidate Runner-Up: - Kothapalli Geetha,NA,NA,NA,620093
Karnataka-S10,Kolar-SC,S10_28,Result - Candidate Votes ,NA,NA,NA,NA
Karnataka-S10,Kolar-SC,S10_28,Result - Votes- Margin,NA,NA,NA,71388
Kerala-S11,Kasaragod-GEN,S11_1,Candidates - Nominated,10,3,0,13
Kerala-S11,Kasaragod-GEN,S11_1,Candidates - Nomination Rejected,4,0,0,4
